"Director.Name","Birthday","Birthplace","Highest.Rated","Lowest.Rated","title","year","tomatometer","audience_score","box_office","credits","category","category01"
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Ultimate Beastmaster: Japan","2017-2017",NA,NA,NA,"Executive Producer","TV Show",0
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Strong","2016-2016",NA,100,NA,"Executive Producer","TV Show",0
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","The Ellen DeGeneres Show","2015-2016",NA,NA,NA,"Guest","TV Show",0
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","20/20","2016-2016",NA,NA,NA,"Guest","TV Show",0
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","The Late Show With Stephen Colbert","2015-2015",NA,49,NA,"Guest","TV Show",0
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Late Show With David Letterman","2013-2014",100,90,NA,"Guest","TV Show",0
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","106 & Park","2014-2014",NA,NA,NA,"Unknown (Character)","TV Show",0
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","The Graham Norton Show","2014-2014",NA,NA,NA,"Guest","TV Show",0
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","The View","2013-2013",NA,12,NA,"Guest","TV Show",0
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","The Tonight Show With Jay Leno","2013-2013",NA,NA,NA,"Guest","TV Show",0
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Saturday Night Live","1997,2013-1997,2013",NA,57,NA,"Unknown (Guest Star),Host","TV Show",0
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Jimmy Kimmel Live!","2010-2010",NA,41,NA,"Guest","TV Show",0
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Piers Morgan On...","2010-2010",NA,NA,NA,"Unknown (Guest Star)","TV Show",0
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Las Vegas","2005-2005",NA,NA,NA,"Unknown (Guest Star)","TV Show",0
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","The Daily Show","2000-2000",NA,NA,NA,"Guest","TV Show",0
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Inside the Actors Studio","2000-2000",NA,NA,NA,"Guest","TV Show",0
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Kojak","1975-1975",NA,NA,NA,"Det. Rick Daly (Guest Star)","TV Show",0
"Sylvester Stallone","Jul 6, 1946","New York, New York, USA","Creed (2015)","Staying Alive (1983)","Police Story","1975-1975",NA,NA,NA,"Elmore ""Rocky"" Caddo (Character)","TV Show",0
"Ted Kotcheff","Apr 7, 1931","Toronto, Ontario, Canada","Wake in Fright (1971)","Folks! (1992)","Erase and Forget","2017",70,NA,NA,"Self","Movie",1
"Ted Kotcheff","Apr 7, 1931","Toronto, Ontario, Canada","Wake in Fright (1971)","Folks! (1992)","Hard","2014",NA,NA,NA,"Therapist (Character)","Movie",1
"Ted Kotcheff","Apr 7, 1931","Toronto, Ontario, Canada","Wake in Fright (1971)","Folks! (1992)","Fearless","2014",NA,NA,NA,"Director","Movie",1
"Ted Kotcheff","Apr 7, 1931","Toronto, Ontario, Canada","Wake in Fright (1971)","Folks! (1992)","Shattered Glass","2003",92,79,2207975,"Marty Peretz (Character)","Movie",1
"Ted Kotcheff","Apr 7, 1931","Toronto, Ontario, Canada","Wake in Fright (1971)","Folks! (1992)","Crime in Connecticut: The Story of Alex Kelly","1999",NA,NA,NA,"Director","Movie",1
"Ted Kotcheff","Apr 7, 1931","Toronto, Ontario, Canada","Wake in Fright (1971)","Folks! (1992)","Borrowed Hearts: A Holiday Romance","1997",NA,77,NA,"Director","Movie",1
"Ted Kotcheff","Apr 7, 1931","Toronto, Ontario, Canada","Wake in Fright (1971)","Folks! (1992)","A Strange Affair","1996",NA,33,NA,"Director","Movie",1
"Ted Kotcheff","Apr 7, 1931","Toronto, Ontario, Canada","Wake in Fright (1971)","Folks! (1992)","Family of Cops","1995",NA,19,NA,"Director","Movie",1
"Ted Kotcheff","Apr 7, 1931","Toronto, Ontario, Canada","Wake in Fright (1971)","Folks! (1992)","Hidden Assassin","1995",NA,24,NA,"Director","Movie",1
"Ted Kotcheff","Apr 7, 1931","Toronto, Ontario, Canada","Wake in Fright (1971)","Folks! (1992)","Love on the Run","1994",NA,NA,NA,"Director","Movie",1
"Ted Kotcheff","Apr 7, 1931","Toronto, Ontario, Canada","Wake in Fright (1971)","Folks! (1992)","Red Shoe Diaries 3: Another Woman's Lipstick","1993",NA,NA,NA,"Director","Movie",1
"Ted Kotcheff","Apr 7, 1931","Toronto, Ontario, Canada","Wake in Fright (1971)","Folks! (1992)","Red Shoe Diaries 5: Weekend Pass","1993",NA,NA,NA,"Director","Movie",1
"Ted Kotcheff","Apr 7, 1931","Toronto, Ontario, Canada","Wake in Fright (1971)","Folks! (1992)","Folks!","1992",NA,53,5870761,"Director","Movie",1
"Ted Kotcheff","Apr 7, 1931","Toronto, Ontario, Canada","Wake in Fright (1971)","Folks! (1992)","Weekend at Bernie's","1989",54,57,29433521,"Jack Parker (Character),Director","Movie",1
"Ted Kotcheff","Apr 7, 1931","Toronto, Ontario, Canada","Wake in Fright (1971)","Folks! (1992)","Winter People","1989",20,52,1314926,"Director","Movie",1
"Ted Kotcheff","Apr 7, 1931","Toronto, Ontario, Canada","Wake in Fright (1971)","Folks! (1992)","Switching Channels","1988",60,32,8173623,"Director","Movie",1
"Ted Kotcheff","Apr 7, 1931","Toronto, Ontario, Canada","Wake in Fright (1971)","Folks! (1992)","Joshua Then and Now","1985",NA,58,542420,"Director","Movie",1
"Ted Kotcheff","Apr 7, 1931","Toronto, Ontario, Canada","Wake in Fright (1971)","Folks! (1992)","Uncommon Valor","1983",60,62,NA,"Director,Executive Producer","Movie",1
"Ted Kotcheff","Apr 7, 1931","Toronto, Ontario, Canada","Wake in Fright (1971)","Folks! (1992)","Split Image","1982",NA,73,NA,"Director,Producer","Movie",1
"Ted Kotcheff","Apr 7, 1931","Toronto, Ontario, Canada","Wake in Fright (1971)","Folks! (1992)","First Blood","1982",86,86,NA,"Director","Movie",1
"Ted Kotcheff","Apr 7, 1931","Toronto, Ontario, Canada","Wake in Fright (1971)","Folks! (1992)","North Dallas Forty","1979",86,71,NA,"Director","Movie",1
"Ted Kotcheff","Apr 7, 1931","Toronto, Ontario, Canada","Wake in Fright (1971)","Folks! (1992)","Who Is Killing the Great Chefs of Europe?","1978",77,70,NA,"Director","Movie",1
"Ted Kotcheff","Apr 7, 1931","Toronto, Ontario, Canada","Wake in Fright (1971)","Folks! (1992)","Fun With Dick and Jane","1977",57,51,NA,"Director","Movie",1
"Ted Kotcheff","Apr 7, 1931","Toronto, Ontario, Canada","Wake in Fright (1971)","Folks! (1992)","The Apprenticeship of Duddy Kravitz","1974",93,73,NA,"Director","Movie",1
"Ted Kotcheff","Apr 7, 1931","Toronto, Ontario, Canada","Wake in Fright (1971)","Folks! (1992)","Billy Two Hats","1973",NA,44,NA,"Director","Movie",1
"Ted Kotcheff","Apr 7, 1931","Toronto, Ontario, Canada","Wake in Fright (1971)","Folks! (1992)","Wake in Fright","1971",97,83,15518,"Director","Movie",1
"Ted Kotcheff","Apr 7, 1931","Toronto, Ontario, Canada","Wake in Fright (1971)","Folks! (1992)","Two Gentlemen Sharing","1969",80,NA,NA,"Director","Movie",1
"Ted Kotcheff","Apr 7, 1931","Toronto, Ontario, Canada","Wake in Fright (1971)","Folks! (1992)","Of Mice and Men","1968",NA,NA,NA,"Director","Movie",1
"Ted Kotcheff","Apr 7, 1931","Toronto, Ontario, Canada","Wake in Fright (1971)","Folks! (1992)","The Human Voice","1967",NA,67,NA,"Director","Movie",1
"Ted Kotcheff","Apr 7, 1931","Toronto, Ontario, Canada","Wake in Fright (1971)","Folks! (1992)","Life at the Top","1965",20,80,NA,"Director","Movie",1
"Ted Kotcheff","Apr 7, 1931","Toronto, Ontario, Canada","Wake in Fright (1971)","Folks! (1992)","Tiara Tahiti","1962",NA,NA,NA,"Director","Movie",1
"Ted Kotcheff","Apr 7, 1931","Toronto, Ontario, Canada","Wake in Fright (1971)","Folks! (1992)","Law & Order: Special Victims Unit","2000-2019",78,83,NA,"Executive Producer,Director","TV Show",0
"Timo Vuorensola","Nov 29, 1979","Helsinki, Finland","Mad Heidi (2022)","Jeepers Creepers: Reborn (2022)","Hijacked: 97 Minutes to Live","2022",43,84,NA,"Director","Movie",1
"Timo Vuorensola","Nov 29, 1979","Helsinki, Finland","Mad Heidi (2022)","Jeepers Creepers: Reborn (2022)","Mad Heidi","2022",87,95,NA,"Executive Producer","Movie",1
"Timo Vuorensola","Nov 29, 1979","Helsinki, Finland","Mad Heidi (2022)","Jeepers Creepers: Reborn (2022)","Jeepers Creepers: Reborn","2022",NA,7,1956516,"Director","Movie",1
"Timo Vuorensola","Nov 29, 1979","Helsinki, Finland","Mad Heidi (2022)","Jeepers Creepers: Reborn (2022)","Iron Sky: The Coming Race","2019",29,28,NA,"Director,Producer","Movie",1
"Timo Vuorensola","Nov 29, 1979","Helsinki, Finland","Mad Heidi (2022)","Jeepers Creepers: Reborn (2022)","Iron Sky","2012",41,37,13598,"Director","Movie",1
"Timo Vuorensola","Nov 29, 1979","Helsinki, Finland","Mad Heidi (2022)","Jeepers Creepers: Reborn (2022)","Star Wreck: In the Pirkinning","2005",NA,67,NA,"Unknown (Character),Director","Movie",1
"Tom Ropelewski","Not Available","Not Available","Loverboy (1989)","Look Who's Talking Now (1993)","2E: Twice Exceptional","2015",NA,NA,NA,"Director,Producer","Movie",1
"Tom Ropelewski","Not Available","Not Available","Loverboy (1989)","Look Who's Talking Now (1993)","The Next Best Thing","2000",19,35,14983572,"Writer","Movie",1
"Tom Ropelewski","Not Available","Not Available","Loverboy (1989)","Look Who's Talking Now (1993)","Look Who's Talking Now","1993",NA,29,9412409,"Director,Screenwriter","Movie",1
"Tom Ropelewski","Not Available","Not Available","Loverboy (1989)","Look Who's Talking Now (1993)","Madhouse","1990",NA,44,20345541,"Director","Movie",1
"Tom Ropelewski","Not Available","Not Available","Loverboy (1989)","Look Who's Talking Now (1993)","Loverboy","1989",50,56,3887852,"Screenwriter,Executive Producer","Movie",1
"Tom Ropelewski","Not Available","Not Available","Loverboy (1989)","Look Who's Talking Now (1993)","7 Days","1998-1999,2001",NA,NA,NA,"Writer","TV Show",0
"Tom Ropelewski","Not Available","Not Available","Loverboy (1989)","Look Who's Talking Now (1993)","Simon & Simon","1986,1988-1986,1988",NA,NA,NA,"Writer","TV Show",0
"Travis Zariwny","Not Available","Not Available","Behind the Mask: The Rise of Leslie Vernon (2006)","For the Love of Money (2012)","Armor","2024",NA,NA,NA,"Production Design","Movie",1
"Travis Zariwny","Not Available","Not Available","Behind the Mask: The Rise of Leslie Vernon (2006)","For the Love of Money (2012)","Cash Out","2024",20,35,NA,"Production Design","Movie",1
"Travis Zariwny","Not Available","Not Available","Behind the Mask: The Rise of Leslie Vernon (2006)","For the Love of Money (2012)","Robots","2023",18,39,NA,"Production Design","Movie",1
"Travis Zariwny","Not Available","Not Available","Behind the Mask: The Rise of Leslie Vernon (2006)","For the Love of Money (2012)","Supercell","2022",50,75,NA,"Production Design","Movie",1
"Travis Zariwny","Not Available","Not Available","Behind the Mask: The Rise of Leslie Vernon (2006)","For the Love of Money (2012)","Hot Seat","2022",15,15,NA,"Production Design","Movie",1
"Travis Zariwny","Not Available","Not Available","Behind the Mask: The Rise of Leslie Vernon (2006)","For the Love of Money (2012)","Aftermath","2021",NA,61,NA,"Production Design","Movie",1
"Travis Zariwny","Not Available","Not Available","Behind the Mask: The Rise of Leslie Vernon (2006)","For the Love of Money (2012)","Con Man","2018",NA,33,NA,"Production Design","Movie",1
"Travis Zariwny","Not Available","Not Available","Behind the Mask: The Rise of Leslie Vernon (2006)","For the Love of Money (2012)","The Midnight Man","2016",27,33,NA,"Director,Screenwriter","Movie",1
"Travis Zariwny","Not Available","Not Available","Behind the Mask: The Rise of Leslie Vernon (2006)","For the Love of Money (2012)","Intruder","2016",21,24,NA,"Director,Screenwriter","Movie",1
"Travis Zariwny","Not Available","Not Available","Behind the Mask: The Rise of Leslie Vernon (2006)","For the Love of Money (2012)","Cabin Fever","2016",NA,12,NA,"Director","Movie",1
"Travis Zariwny","Not Available","Not Available","Behind the Mask: The Rise of Leslie Vernon (2006)","For the Love of Money (2012)","Dancer and the Dame","2015",NA,53,NA,"Set Decoration","Movie",1
"Travis Zariwny","Not Available","Not Available","Behind the Mask: The Rise of Leslie Vernon (2006)","For the Love of Money (2012)","Digging Up the Marrow","2014",60,43,NA,"Production Design","Movie",1
"Travis Zariwny","Not Available","Not Available","Behind the Mask: The Rise of Leslie Vernon (2006)","For the Love of Money (2012)","Authors Anonymous","2014",8,16,NA,"Production Design","Movie",1
"Travis Zariwny","Not Available","Not Available","Behind the Mask: The Rise of Leslie Vernon (2006)","For the Love of Money (2012)","Unidentified","2013",NA,6,NA,"Production Design","Movie",1
"Travis Zariwny","Not Available","Not Available","Behind the Mask: The Rise of Leslie Vernon (2006)","For the Love of Money (2012)","Sugar","2013",NA,70,NA,"Production Design","Movie",1
"Travis Zariwny","Not Available","Not Available","Behind the Mask: The Rise of Leslie Vernon (2006)","For the Love of Money (2012)","Scavengers","2013",NA,17,NA,"Director,Screenwriter","Movie",1
"Travis Zariwny","Not Available","Not Available","Behind the Mask: The Rise of Leslie Vernon (2006)","For the Love of Money (2012)","The Kill Hole","2012",25,26,NA,"Production Design","Movie",1
"Travis Zariwny","Not Available","Not Available","Behind the Mask: The Rise of Leslie Vernon (2006)","For the Love of Money (2012)","For the Love of Money","2012",NA,50,NA,"Production Design","Movie",1
"Travis Zariwny","Not Available","Not Available","Behind the Mask: The Rise of Leslie Vernon (2006)","For the Love of Money (2012)","Bad Ass","2012",20,39,NA,"Set Decoration","Movie",1
"Travis Zariwny","Not Available","Not Available","Behind the Mask: The Rise of Leslie Vernon (2006)","For the Love of Money (2012)","The Connecticut Kid","2011",NA,NA,NA,"Travis (Character),Production Design","Movie",1
"Travis Zariwny","Not Available","Not Available","Behind the Mask: The Rise of Leslie Vernon (2006)","For the Love of Money (2012)","Chillerama","2011",33,44,NA,"Production Design","Movie",1
"Travis Zariwny","Not Available","Not Available","Behind the Mask: The Rise of Leslie Vernon (2006)","For the Love of Money (2012)","In NorthWood","2011",NA,NA,NA,"Production Design","Movie",1
"Travis Zariwny","Not Available","Not Available","Behind the Mask: The Rise of Leslie Vernon (2006)","For the Love of Money (2012)","Little Fish, Strange Pond","2009",NA,56,NA,"Production Design","Movie",1
"Travis Zariwny","Not Available","Not Available","Behind the Mask: The Rise of Leslie Vernon (2006)","For the Love of Money (2012)","Greta","2009",60,56,NA,"Art Director","Movie",1
"Travis Zariwny","Not Available","Not Available","Behind the Mask: The Rise of Leslie Vernon (2006)","For the Love of Money (2012)","Green Street Hooligans 2","2009",NA,31,NA,"Production Design","Movie",1
"Travis Zariwny","Not Available","Not Available","Behind the Mask: The Rise of Leslie Vernon (2006)","For the Love of Money (2012)","Shadowheart","2009",NA,30,NA,"Production Design","Movie",1
"Travis Zariwny","Not Available","Not Available","Behind the Mask: The Rise of Leslie Vernon (2006)","For the Love of Money (2012)","Trapped!","2007",NA,NA,NA,"Production Design","Movie",1
"Travis Zariwny","Not Available","Not Available","Behind the Mask: The Rise of Leslie Vernon (2006)","For the Love of Money (2012)","Ice Spiders","2007",NA,18,NA,"Production Design","Movie",1
"Travis Zariwny","Not Available","Not Available","Behind the Mask: The Rise of Leslie Vernon (2006)","For the Love of Money (2012)","Behind the Mask: The Rise of Leslie Vernon","2006",76,75,NA,"Production Design","Movie",1
"Travis Zariwny","Not Available","Not Available","Behind the Mask: The Rise of Leslie Vernon (2006)","For the Love of Money (2012)","The Hazing","2004",NA,34,NA,"Production Design","Movie",1
"Travis Zariwny","Not Available","Not Available","Behind the Mask: The Rise of Leslie Vernon (2006)","For the Love of Money (2012)","The Mallory Effect","2002",NA,NA,NA,"Production Design","Movie",1
"Travis Zariwny","Not Available","Not Available","Behind the Mask: The Rise of Leslie Vernon (2006)","For the Love of Money (2012)","No Place Like Home","2001",NA,NA,NA,"Production Design","Movie",1
"Travis Zariwny","Not Available","Not Available","Behind the Mask: The Rise of Leslie Vernon (2006)","For the Love of Money (2012)","Dumb Luck","2001",NA,NA,NA,"Production Design","Movie",1
"Vic Armstrong","Oct 5, 1946","Farnham Common, Buckinghamshire, England, UK","Die Another Day (2002)","Left Behind (2014)","Hollywood Bulldogs: The Rise and Falls of the Great British Stuntman","2021",NA,NA,NA,"Self","Movie",1
"Vic Armstrong","Oct 5, 1946","Farnham Common, Buckinghamshire, England, UK","Die Another Day (2002)","Left Behind (2014)","A Sunday Horse","2016",NA,58,NA,"Director","Movie",1
"Vic Armstrong","Oct 5, 1946","Farnham Common, Buckinghamshire, England, UK","Die Another Day (2002)","Left Behind (2014)","Left Behind","2014",NA,20,13998282,"Director","Movie",1
"Vic Armstrong","Oct 5, 1946","Farnham Common, Buckinghamshire, England, UK","Die Another Day (2002)","Left Behind (2014)","Blade: Trinity","2004",24,58,52388844,"Second Unit Director","Movie",1
"Vic Armstrong","Oct 5, 1946","Farnham Common, Buckinghamshire, England, UK","Die Another Day (2002)","Left Behind (2014)","Die Another Day","2002",55,41,160201106,"Second Unit Director","Movie",1
"Vic Armstrong","Oct 5, 1946","Farnham Common, Buckinghamshire, England, UK","Die Another Day (2002)","Left Behind (2014)","Adventures of Young Indiana Jones: The Adventures in the Secret Service","1999",NA,67,NA,"Director","Movie",1
"Vic Armstrong","Oct 5, 1946","Farnham Common, Buckinghamshire, England, UK","Die Another Day (2002)","Left Behind (2014)","Army of One","1994",NA,50,NA,"Director","Movie",1
"Vic Armstrong","Oct 5, 1946","Farnham Common, Buckinghamshire, England, UK","Die Another Day (2002)","Left Behind (2014)","House on Straw Hill","1976",NA,18,NA,"Small Youth (Character)","Movie",1
"Vic Armstrong","Oct 5, 1946","Farnham Common, Buckinghamshire, England, UK","Die Another Day (2002)","Left Behind (2014)","The Young Indiana Jones Chronicles","1992-1992",78,85,NA,"Director","TV Show",0
"Vincent Kesteloot","Not Available","Lille, France","Sammy 2 (2012)","The Queen's Corgi (2019)","The Queen's Corgi","2019",NA,39,NA,"Director","Movie",1
"Vincent Kesteloot","Not Available","Lille, France","Sammy 2 (2012)","The Queen's Corgi (2019)","The Wild Life","2016",17,29,7965609,"Director,Art Director","Movie",1
"Vincent Kesteloot","Not Available","Lille, France","Sammy 2 (2012)","The Queen's Corgi (2019)","Robinson Crusoe","2016",NA,14,NA,"Director","Movie",1
"Vincent Kesteloot","Not Available","Lille, France","Sammy 2 (2012)","The Queen's Corgi (2019)","Sammy 2","2012",20,35,NA,"Director,Film Editing,Art Director","Movie",1
"Will Forbes","Not Available","Not Available","John Henry (2020)","John Henry (2020)","John Henry","2020",NA,22,NA,"Director,Screenwriter","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Blood Crime","2002",NA,23,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Acceptable Risk","2001",NA,18,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Sleeping With the Devil","1997",NA,62,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","The Man Who Captured Eichmann","1996",NA,58,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Beauty's Revenge","1995",NA,20,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Betrayed: A Story of Three Women","1995",NA,NA,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","A Friend to Die For","1994",NA,52,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Elvis and the Colonel: The Untold Story","1993",NA,NA,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Beyond Suspicion","1993",NA,NA,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Bed of Lies","1992",NA,NA,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Return to the Blue Lagoon","1991",NA,41,2330621,"Director,Producer","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Montana","1990",NA,NA,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","True Blue","1989",NA,NA,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Billy the Kid","1989",NA,50,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Street of Dreams","1988",NA,NA,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Deadly Enemies","1988",NA,NA,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Proud Men","1987",NA,NA,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Police Story: The Freeway Killings","1987",NA,NA,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","The Last Days of Frank and Jesse James","1986",NA,66,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","George Washington: The Forging of a Nation","1986",NA,80,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","The Calendar Girl Murders","1984",NA,24,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Secrets of a Married Man","1984",NA,40,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Women of San Quentin","1983",NA,NA,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","The Last Ninja","1983",NA,57,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","M.A.D.D.: The Candy Lightner Story","1983",NA,NA,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Harry Tracy","1982",NA,27,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Deadly Encounter","1982",NA,NA,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","American Eagle","1982",NA,NA,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Rage","1980",NA,NA,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Transplant","1979",NA,NA,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Orphan Train","1979",NA,NA,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Cindy","1978",NA,NA,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","One in a Million: The Ron LeFlore Story","1978",NA,NA,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","And I Alone Survived","1978",NA,67,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Contract on Cherry Street","1977",NA,NA,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Minstrel Man","1977",NA,NA,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","The Amazing Howard Hughes","1977",NA,58,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","21 Hours at Munich","1976",NA,56,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Shark Kill","1976",NA,NA,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Part 2, Sounder","1976",NA,NA,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Perilous Voyage","1976",NA,NA,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Sounder Part II","1976",NA,NA,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Beyond the Bermuda Triangle","1975",NA,NA,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Get Christie Love!","1974",NA,36,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Where the Lilies Bloom","1974",NA,84,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Trapped Beneath the Sea","1974",NA,NA,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Larry","1974",NA,NA,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Together Brothers","1973",NA,64,NA,"Director","Movie",1
"William Graham","May 15, 1926","New York, New York, USA","Change of Habit (1969)","Return to the Blue Lagoon (1991)","Birds of Prey","1973",NA,47,NA,"Director","Movie",1
